stanox,longitude,latitude
18014,-1.25163638,53.7046932
18015,-1.259225613,53.70384153
18016,-1.26523731,53.70657504
18017,-1.259194054,53.705639
18018,-1.251652321,53.70379447
18018,-1.259209834,53.70474026
18019,-1.25166826,53.70289573
18020,-1.206179209,53.70529948
18020,-1.259272945,53.70114532
18021,-1.259257168,53.70204406
18022,-1.259178274,53.70653773
18024,-1.168471553,53.69695417
18025,-1.304754657,53.69872139
18028,-1.321500807,53.69342442
18031,-1.359576868,53.67925275
18032,-1.402014738,53.67587681
18034,-1.455110621,53.66714184
18037,-1.458195044,53.66266169
18041,-1.42592865,53.69846444
18053,-1.46572718,53.66539201
18054,-1.480717055,53.67714267
18055,-1.474606097,53.68161015
18057,-1.053990469,56.94977901
18058,-1.488264122,53.6789728
18059,-1.49281642,53.67809334
18060,-1.501909852,53.67723267
18061,-1.488253233,53.67987158
18062,-1.488307671,53.67537769
18064,-1.512080578,53.71412617
18065,-1.507902137,53.68265037
18066,-1.506388166,53.68264415
18067,-1.50639867,53.68174537
18068,-1.434115608,53.65266321
18069,-1.480893753,53.66276223
18070,-1.518356446,53.69527636
18071,-1.375392672,53.63349579
18074,-1.386008218,53.6272948
18076,-1.318422712,53.60262441
18077,-1.285300987,53.59524044
18081,-0.028287193,52.05088031
18082,-1.462734775,53.66268214
18083,-0.028247633,52.05177883
18303,-1.307918766,53.59806991
18305,-1.304941228,53.59535612
18305,-1.307904082,53.59896867
18402,-1.530146967,53.58836265
18412,-1.533887654,53.66028371
18414,-1.533897564,53.65938493
18417,-1.533877743,53.6611825
18420,-1.586831529,53.6622757
18421,-1.588353538,53.66138212
18425,-1.585309454,53.66316927
18431,-1.621523902,53.67497384
18432,-1.625937743,53.68936881
18437,-1.622724579,53.7100315
18438,-1.633485526,53.69208859
18439,-1.65481847,53.67597323
18440,-1.65633954,53.67507878
18441,-1.694208874,53.67158616
18442,-1.670047868,53.6720164
18443,-1.721394641,53.68064064
18444,-1.710815544,53.67791912
18445,-1.88030095,53.70157744
18446,-1.60796245,54.96280163
18447,-1.857604651,53.69436213
18448,-1.90755187,53.70789322
18449,-2.009058949,53.73758911
18451,-1.981774772,53.72860003
18453,-1.8273342,53.68982828
18455,-1.781859569,53.69874226
18464,-1.854486027,53.72042388
18466,-1.856068786,53.70065198
18469,-1.759186819,53.69060953
18471,-1.741103377,53.67619077
18472,-1.75174735,53.66812395
18473,-2.749033056,54.97518099
18474,-1.785144689,53.64841449
18476,0.274983821,55.95127794
18477,-1.882031224,53.62428094
18479,-1.930448495,53.60274707
18481,-1.688776212,53.58708263
18486,-1.79424328,53.64393637
18487,-1.800331957,53.63585728
18488,-1.795864261,53.62146859
18489,-1.78081111,53.60885843
18492,-1.770294822,53.59715396
18494,-1.723472905,53.59435847
18496,-1.703875821,53.58801978
18498,-1.663210521,53.57263209
18635,-1.729788124,53.78851683
18641,-1.749503751,53.79125602
18651,-1.664393188,53.80453009
18654,-1.638572923,53.80535388
19002,-0.293385923,54.20994053
19004,-0.314771896,54.17428725
19006,-0.18195874,54.12830998
19007,-0.200689877,54.084546
19015,-0.385448553,54.01166266
19016,-0.434665006,54.00152726
19018,-0.434824838,53.95658578
19019,-0.426865841,53.88457137
19023,-0.422338664,53.84316305
19031,-0.406427171,53.78182766
19039,-0.366794145,53.74713571
19101,-0.345609441,53.7459462
19105,-0.345680029,53.74414935
19107,-0.366898672,53.74444039
19109,-0.382538123,53.73206774
19111,-1.745826473,54.64684394
19114,-0.347230892,53.74327183
19118,-6.193831264,51.8237338
19121,-0.347266149,53.7423734
19126,-0.310742653,53.75130276
19127,-0.38177888,53.75183354
19129,-0.381813411,53.75093509
19167,-0.347230892,53.74327183
19169,-7.289366144,53.61163012
19195,-0.442196897,53.71757681
19199,-0.507395131,53.71660903
19211,-0.578286359,53.72646015
19212,-0.54362502,53.72065051
19213,-0.67183123,53.74011784
19214,-0.67183123,53.74011784
19215,-0.730727443,53.74794704
19218,-0.786639236,53.75481815
19221,-0.860695462,53.76453345
19224,-0.924190051,53.77320968
19998,-0.896123604,53.68621498
20000,-0.87289972,53.70532425
20002,-0.874414268,53.70533849
20003,-0.87136113,53.70620862
20006,-0.87292373,53.70442561
20007,-0.808807718,53.72178258
20011,-0.961166026,53.68904388
20014,-1.027700668,53.69319782
20055,-0.972022007,53.61632985
21001,-0.443258404,53.68882553
21004,-0.392931278,53.69804887
21005,-0.363887168,53.704847
21006,-0.339242471,53.67664119
21008,-0.323453807,53.65484686
21011,-0.302175933,53.61948845
21016,-0.356596221,53.69755583
21021,-0.269483358,53.60553598
21021,-0.269483358,53.60553598
21027,-0.182644595,53.58626926
21031,-0.16019264,53.58143122
21033,-0.13023839,53.57557291
21034,-0.10608836,53.57519293
21103,-0.115324364,53.57129345
21105,-0.077370159,53.5756337
21119,-0.087075161,53.56140568
21121,-0.077410921,53.57473537
21122,-0.086953542,53.56410067
21133,-0.079074994,53.571346
21134,-0.075942395,53.57381278
21137,-0.060808555,53.57446733
21141,-0.02965687,53.56227135
21200,-0.188425739,53.62770898
21200,-0.194317537,53.63139383
21203,-0.203691504,53.62434328
21204,-0.247032964,53.63667229
21205,-0.247219187,53.6321803
21206,-0.229043571,53.63281167
21208,-0.20365335,53.62524166
21209,-0.178929632,53.60239405
21210,-0.178852332,53.60419079
21212,-0.216179892,53.63837391
21214,-0.178813679,53.60508916
21215,-0.263686095,53.6606201
21225,0.088087191,51.96202912
21226,-0.226255921,53.64265881
21228,-0.226258559,53.64259593
21229,-0.178775023,53.60598753
21231,-0.193036426,53.62598078
21232,-5.259260714,51.96142304
21233,-0.178890983,53.60329242
21236,-1.054557921,57.04878388
21241,-0.181255569,53.61861066
21403,-0.310233806,53.60701736
21411,-0.411155617,53.57603859
21415,-0.409679703,53.57512005
21425,-0.423500148,53.56901049
22002,-0.462321199,53.58120188
22005,-0.54699998,53.58260195
22015,-0.558769223,53.23181745
22017,-0.601472365,53.57571831
22022,-0.619472438,53.57952302
22027,-0.61929676,53.58491442
22029,-0.622188181,53.49595561
22031,-0.632713654,53.59046193
22032,-0.619355326,53.58311729
22036,-6.305511044,51.43983351
22037,-6.48113246,50.55455994
22038,-0.619384606,53.58221872
22041,-0.619413885,53.58132015
22041,-0.619443162,53.58042159
22045,-0.622217308,53.49505703
22050,-0.622159052,53.4968542
22061,-0.652490602,53.5861918
22071,-0.733340022,53.5852773
22075,-0.73409511,53.58528529
23003,-0.817056572,53.58972986
23004,-0.957217933,53.60361764
23005,-0.988991029,53.60209255
23022,-1.022521709,53.58978702
23026,-1.085131648,53.5588219
23026,-1.069879933,53.5658952
23027,-1.140035825,53.53136445
23100,-1.113137207,53.5818549
23101,-1.096160008,53.58253684
23102,-1.114832331,53.58241576
23103,-1.122290586,53.586965
23109,-1.182881776,53.57840556
23115,-1.150361222,53.54312349
23118,-1.192918194,53.57720629
23119,-1.184461089,53.57482091
23120,-1.194945904,53.57938619
23148,-1.126075469,53.51328589
23221,-1.123856762,53.5842799
23225,-1.130377548,53.56095711
23303,-1.104553274,53.49694694
23304,-1.103102937,53.49423945
23309,-1.111537813,53.49814962
23401,-1.07252572,53.58299416
23411,-1.13858207,53.52865739
23412,-1.123795223,53.51416807
23414,-1.125358568,53.51148291
23414,-1.144760316,53.52151081
23416,-1.106003793,53.49965442
23418,-1.143373873,53.52369412
23419,-1.14323408,53.52239875
23419,-1.141744103,53.5214892
23419,-1.141707781,53.52328667
23419,-1.143723217,53.49813281
23420,-1.141725943,53.52238793
23421,-1.125377067,53.51058417
23421,-1.140217806,53.5223771
23422,-1.123795223,53.51416807
23423,-1.123832292,53.5123706
23430,-1.104515411,53.49874441
23430,-1.140781323,53.49451622
23431,-1.106041595,53.49785696
23432,-1.134533186,53.50525759
23433,-1.104534343,53.49784567
23433,-1.146430965,53.51343294
23438,-1.125340067,53.51238164
23440,-1.106022695,53.49875569
23443,-1.14036332,53.51518721
23444,-1.150936473,53.51436389
23452,-1.149140606,53.52873298
23453,-1.11649899,53.50242906
23475,-1.078950164,53.49585354
23480,-1.076111596,53.48774175
23483,-1.077922062,53.48834899
23485,-1.094385627,53.47889285
23488,-1.019311891,53.40189494
23490,-0.951920707,53.26738509
23491,-0.949253722,53.31500412
23498,-0.816862328,53.16274362
24002,-1.310351173,53.54145646
24003,-1.308783754,53.54504282
24004,-1.313485207,53.53428366
24011,-1.312224063,53.51899587
24108,-1.30673432,53.48570638
24219,-1.172221649,53.50552449
24221,-1.234323413,53.48975879
24314,-1.288561437,53.49099277
24385,-1.477696991,53.55398928
24405,-1.387847072,53.42046043
24491,-1.306631756,53.49199781
24495,-1.310127068,53.46235556
24501,-1.401353507,53.42731532
24502,-1.387834167,53.42135923
24701,-1.328341746,53.45347067
24705,-1.372353468,53.43033947
24799,-1.360286865,53.4320732
25010,-1.182084094,50.70469184
25011,-1.375402894,53.42765885
25012,-1.372393171,53.42764308
25014,-1.372366703,53.42944067
25016,-1.376907756,53.42766671
25155,-1.411842164,53.40447328
25200,-1.405700746,53.41343156
25201,-1.405750837,53.40983634
25204,-1.405725793,53.41163395
25205,-1.405738315,53.41073514
25206,-1.405775879,53.40803873
25208,-1.405788399,53.40713992
25306,-1.447855487,53.44368287
25307,-1.466750896,53.46405593
25308,-1.42713091,53.49802913
25309,-1.416307877,53.51775154
25316,-1.414677626,53.41707136
25319,-1.416484706,53.41585774
25382,-1.56152059,53.4761263
25382,-1.56152985,53.47522748
25386,-1.530624614,53.54522024
25387,-1.563935009,53.5345602
25389,-1.622854302,53.52577208
25511,-1.425306031,53.40993203
25622,-1.08292797,56.96704567
25624,-1.449629206,53.3902715
25629,-1.437458576,53.40100121
25635,-1.454208846,53.38489931
25697,-1.461793705,53.37954052
25701,-1.461805033,53.3786417
25702,-1.472440387,53.36952068
25704,-1.514997478,53.32763391
25705,-1.514987289,53.32853274
25707,-1.513547194,53.32313362
25708,-1.518040725,53.32405073
25710,-1.485132303,53.31402562
25711,-1.467278235,53.30136292
25801,-1.431634363,53.38659173
25804,-1.412114598,53.38469948
25822,-4.504973997,53.80722035
25823,-1.347855244,53.35919726
25824,-1.358304863,53.36374828
25825,-1.328577747,53.34291053
25826,-1.328563633,53.34380934
25831,-1.328549518,53.34470814
25836,-1.131481298,56.50191231
25853,-1.356436668,53.38800786
26001,-0.486124754,53.54914427
26003,-0.601911589,53.4872703
26004,-0.594210497,53.47585354
26006,-0.693739512,53.43736781
26008,-0.769720027,53.3986853
26103,-0.77010863,53.38520556
26104,-0.770082733,53.38610421
26108,-0.788097102,53.39081897
26208,-0.946274387,53.31407893
26208,-0.949209584,53.31680155
26209,-0.867597463,53.33762882
26210,-0.946274387,53.31407893
26211,-0.775357084,53.30705324
26216,-1.094811549,54.68373903
26221,-1.123456782,53.31101778
26222,-1.123438376,53.31191655
26225,-1.123475188,53.31011902
26228,-1.123493592,53.30922025
26228,-1.123530397,53.30742273
26230,-1.123511995,53.30832149
26231,-1.123511995,53.30832149
26233,0.856717326,57.10546902
26252,-1.168215321,53.32482166
26253,-1.145805512,53.31926996
26254,-1.154846845,53.31753656
26302,-1.237938671,53.37202941
26305,-1.192166308,53.32858179
26405,-1.435448985,53.72613046
26415,-1.129955931,53.43421323
26507,-1.061162173,53.41391686
26508,-1.06118196,53.41301813
26591,-1.240065077,53.33698644
26609,-1.267032852,53.34075066
27099,-1.356665732,53.27295215
27101,-1.298380227,53.26093787
27102,-4.3869671,52.00221564
27103,-1.296118306,53.26448416
27121,-1.335882804,53.25935484
27209,-1.361097008,53.27747043
27212,-1.395686567,53.26743033
27217,-1.373146231,53.2739388
27219,-1.395711901,53.26563268
27220,-1.395699234,53.26653151
27263,-1.42012811,53.23732197
27272,-1.432825534,55.82101201
27272,-1.419897294,53.2543998
28001,-1.217338081,53.26582688
28004,-1.210818211,53.21274857
28004,-1.210785186,53.21454617
28105,-1.210801699,53.21364737
28115,-1.194466294,53.20634681
28115,-1.194432592,53.2081444
28121,-1.140861022,53.19158978
28122,-1.131155246,53.22747595
28201,-1.110252925,53.15181264
28202,-1.108664772,53.15629538
28209,-1.112061674,53.15764217
28211,-1.107150866,53.15718297
28219,-1.093162974,53.18224712
28325,-1.10864616,53.15719417
28326,-1.096155295,53.18226985
28401,-1.048079685,53.19088466
28402,-1.044847156,53.20164586
28405,-1.090170657,53.1822243
28509,-0.98202449,53.19932789
28531,-0.791042296,53.22990506
29001,-0.720133233,56.49920889
29002,-2.089361034,53.71598473
29004,-2.1568741,53.74300536
29005,-2.250390573,53.78586315
29006,-2.558804513,52.70673717
29030,-2.182393372,53.85519298
29033,-2.215685933,53.82547764
29036,-2.236949081,53.82453873
29041,-2.244366724,53.79396477
29043,-2.258012318,53.79123978
29048,-2.267108394,53.78942226
29050,-2.282268783,53.78669113
29050,-2.282262745,53.78579234
29050,-2.292880506,53.78486807
29057,-2.318660643,53.78210592
29059,-2.347420323,53.77303799
29061,-2.370005031,53.75319667
29063,-2.39121135,53.7504329
29066,-2.420158003,53.76381705
29130,-6.37150072,55.4284635
29134,-1.21630499,52.11264572
29139,-2.387855963,53.87987087
29141,-2.377289172,53.88889244
29143,-2.393889675,53.87445848
29144,-2.380418005,53.84642368
29145,-2.391422181,53.8236038
29146,-2.434419784,53.79782196
29148,-2.468568538,53.75195304
29150,-2.479122399,53.74651844
29153,-2.479112169,53.74561967
29155,-2.489663082,53.74018415
29157,-2.479101939,53.7447209
29160,-2.479101939,53.7447209
29161,-2.501737819,53.73564013
29162,-2.518379187,53.73287284
29163,-2.544123943,53.73096107
29170,-2.479112169,53.74561967
29173,-2.464940013,53.69803825
29175,-2.414545051,53.65597869
29177,-2.411107842,53.61374568
29179,-2.412470363,53.59846086
29181,-2.424585209,53.60111498
30012,-3.058095986,53.85605928
30013,-3.058118663,53.85695791
30015,-3.05816402,53.85875518
30021,-3.051137536,53.82106587
30021,-3.051115038,53.82016723
30022,-3.051115038,53.82016723
30027,-3.031746972,53.83561559
30033,-3.049057514,53.7986131
30034,-3.054836045,53.78687746
30035,-3.050014145,53.77613366
30036,-3.029719281,53.75293975
30037,-2.994567848,53.74155163
30038,-2.964187597,53.73910338
30039,-2.943529613,53.76443531
30041,-2.991022816,53.84854254
30043,-6.351163401,55.53709966
30044,-2.883330092,53.78736481
30045,-2.883367863,53.78916219
30048,-2.898525388,53.78815073
30050,-2.817949366,53.78153687
30106,-2.722799325,53.81448769
30108,-2.745706845,53.79160736
30112,-2.71289413,53.76153469
30112,-2.723829922,53.76588237
30116,-2.712878903,53.76063596
30117,-2.723860851,53.76767983
30118,-2.723814458,53.76498364
30119,-2.717027608,53.76909609
30119,-2.729190179,53.75917163
30120,-2.706721475,53.75527949
30121,-2.723876316,53.76857855
30121,-2.723845386,53.7667811
30122,-2.723891783,53.76947728
30129,-2.709739361,53.75436283
30132,-2.660759867,53.72588055
30133,-2.660773963,53.7267793
30139,-2.692555196,53.72390334
30142,-2.695571151,53.72298704
30147,-6.517509176,56.69890292
30148,-2.708222872,53.7543718
30149,-2.729174605,53.7582729
30150,-2.701797276,53.73283783
30151,-2.695482144,53.7175946
30153,-2.777903124,53.66765181
30155,-2.804509785,53.63421878
30157,-2.840086716,53.59802032
30161,-2.695437652,53.71489837
30162,-2.68606926,53.69787465
30163,-2.671837847,53.66020438
30164,-2.678179006,53.6781453
30165,-2.641567555,53.56218108
30213,-2.626323996,53.65236161
30221,-2.569524314,53.59152449
30221,-2.569500133,53.58972693
30321,-2.603066708,53.61293228
30330,-2.50714251,53.57248914
30331,-2.493768757,53.57298553
31020,-2.302939631,53.59049212
31031,-2.09996331,53.71417873
31032,-2.143562704,53.61436577
31033,-2.154127352,53.6098585
31035,-2.119420651,53.62967229
31037,-2.095257061,53.64317627
31038,-2.178234191,53.59184849
31039,-2.104461906,53.69529988
31041,-4.940108284,57.1463101
31042,-2.178226616,53.59005084
31042,-2.179737324,53.59004858
31044,-2.178237979,53.59274731
31045,-2.179733504,53.58914976
31046,-2.178230404,53.59094966
31047,-2.178219041,53.5882532
31048,-7.891694537,52.48680389
31049,-2.172019316,53.54961253
31069,-2.183898403,53.50465296
31134,-2.218624399,53.56104147
31300,-2.184719236,53.50618871
31300,-2.18472315,53.50708755
31303,-2.168889694,53.52175307
31304,-2.194443846,53.50283858
31305,-2.183898403,53.50465296
31306,-2.176516811,53.50247991
31337,-2.206482805,53.49832418
31339,-2.212503575,53.49651594
31503,-2.227591799,53.49918468
31510,-2.242599729,53.48747019
31515,-2.250910371,53.48349811
31519,-2.256130685,53.48204888
31521,-2.275749016,53.48649944
31523,-2.25998858,53.48455731
31536,-2.280394659,53.48253371
31552,-2.28025904,53.48253403
31561,-2.280394659,53.48253371
31562,-2.280394659,53.48253371
31563,-2.295502781,53.50982218
31565,-2.312174948,53.52146474
31567,-2.375728125,53.54465176
31569,-2.387858193,53.5509049
31613,-2.401492827,53.55625294
31615,-2.410642875,53.56428445
31620,-2.425824972,53.57414553
31620,-2.425834008,53.57504434
31713,-2.263642672,53.47843715
31721,-2.263648249,53.47933599
31737,-2.296740481,53.47116876
31739,-2.33300833,53.48545475
31742,-2.357112258,53.4844863
31747,-2.367436584,53.48118319
32000,-2.228978079,53.47671092
32002,-2.279431158,53.35885343
32002,-2.225028472,53.47347359
32009,-2.215390657,53.47134311
32009,-2.218666576,53.47266746
32042,-2.2153861,53.47044427
32043,-7.557150333,49.76682922
32045,-2.213884171,53.47134582
32048,-2.200325788,53.47136932
32050,-2.194299834,53.47137928
32050,-2.191286856,53.47138414
32050,-2.19129495,53.47318182
32051,-2.191290903,53.47228298
32051,-2.191290903,53.47228298
32055,-2.168678783,53.46872166
32056,-2.144585588,53.4714498
32061,-2.179185649,53.45971789
32062,-2.176162316,53.45702585
32063,-2.156558036,53.44986236
32064,-2.126802625,53.43404195
32065,-2.10981061,53.42294898
32105,-2.001637268,53.55023068
32107,-2.015050841,53.53894937
32109,-2.042187577,53.51557311
32111,-2.064760383,53.48410358
32113,-2.064288154,53.48076013
32115,-2.09340821,53.49127535
32117,-2.111496972,53.49215867
32121,-2.201943371,53.49473656
32122,-2.20041908,53.49114376
32123,-2.192891302,53.49295383
32208,-1.147088411,52.40282078
32210,-2.112958722,53.47507927
32210,-2.104704408,53.47589576
32212,-2.104704119,53.47577891
32213,-2.087238346,53.46667865
32214,-2.085819432,53.46521456
32216,-2.085792168,53.45173187
32218,-2.093271807,53.42925502
32220,-2.104706337,53.47667775
32222,-2.082799858,53.46162131
32224,-2.067729732,53.45623773
32226,-2.053821753,53.44997984
32228,-2.042557291,53.44846534
32230,-2.039105662,53.44456552
32232,-2.016521013,53.44097539
32235,-1.987917497,53.44277364
32243,-1.971352964,53.44906276
32250,-1.950278281,53.44456162
32255,-1.965320688,53.46074619
32325,-2.142912769,53.42201509
32333,-2.142909749,53.42111624
32397,-2.197008678,53.40575869
32399,-2.248113658,53.39937142
32400,-2.248108424,53.39847257
32401,-2.248103191,53.39757372
32404,-2.333844718,53.40006132
32406,-2.341371672,53.40093889
32409,-2.40179332,53.4286155
32414,-2.401810283,53.43041316
32501,-2.208165879,53.46342809
32503,-2.208169489,53.46416514
32505,-2.204073571,53.46125095
32506,-2.196768669,53.45471959
32507,-2.197696171,53.45663261
32508,-2.201793856,53.46327723
32509,-2.210422672,53.45987368
32509,-2.208161476,53.46252925
32512,-2.203611269,53.45906754
32513,-2.200287655,53.46327977
32515,-2.195711102,53.45070347
32516,-2.192671076,53.44441646
32517,-2.179045566,53.42646064
32518,-2.168085543,53.42537997
32519,-2.123478953,53.4660804
32520,-2.13098276,53.45708394
32521,-2.158013649,53.4363777
32522,-2.215140428,53.42190679
32524,-2.222598317,53.40930915
32525,-2.169969475,53.41478881
32526,-2.230037252,53.39401447
32527,-2.209178903,53.43360247
32528,-2.240310157,53.34905112
32529,-2.237420824,53.36973077
32530,-2.279419388,53.35705573
32531,-2.175838495,53.40421875
32533,-2.175794787,53.39363028
32534,-2.163913436,53.40490987
32535,-2.240365837,53.35893852
32536,-2.173079657,53.39527017
32537,-2.165386158,53.39681813
32538,-2.153332643,53.39054222
32539,-2.142795128,53.38695986
32540,-2.114194641,53.37440663
32541,-2.123223462,53.37799308
32542,-2.08260222,53.36005091
32543,-2.043533611,53.35827385
32544,-2.007473631,53.35918044
32545,-1.987943617,53.34839373
32546,-1.984945522,53.33041609
32547,-1.918912354,53.31241217
32548,-1.890427537,53.29980524
32549,-2.246344765,53.35353314
32550,-2.07665671,53.39600925
32551,-2.073893151,53.40667142
32552,-2.090229345,53.41397686
32553,-2.058616908,53.40051376
32554,-2.033028682,53.37445672
32555,-2.007474608,53.36457361
32557,-1.993950791,53.35918053
32561,-2.174090001,53.38491385
32563,-2.189355961,53.37610875
32566,-2.214755165,53.34550439
32568,-2.22517467,53.32750783
32571,-2.122881452,53.25934278
32573,-2.145483075,53.29347459
32575,-2.13356274,53.31955579
32577,-2.124629377,53.34473372
32579,-2.162238091,53.35996919
32581,-2.237056301,53.30411418
32583,-2.280355338,53.27076184
32584,-2.295172669,53.26682495
33033,-2.295414485,53.46896087
33076,-0.96579178,56.80352229
33080,-2.284032616,53.46544701
33081,-2.295411111,53.4684755
33083,-2.295404865,53.46757667
33087,-2.242522747,53.47398766
33088,-2.2515622,53.47396897
33091,-2.281622167,53.46311571
33092,-2.288662464,53.4640427
33093,-2.29816499,53.45948017
33094,-2.311686541,53.4549514
33095,-2.353791619,53.4476433
33096,-2.382366187,53.44395983
33097,-2.431946897,53.4339034
33098,-2.367326744,53.44580473
33998,-1.914363038,53.33577955
33999,-1.918874979,53.33218723
34001,-1.94439151,53.34029163
34002,-1.921868333,53.33758243
34004,-1.743800647,53.35540031
34005,-1.816632575,53.36353426
34006,-1.727342534,53.3493864
34007,-1.727342591,53.34937741
34009,-1.727342648,53.34936842
34010,-1.707576446,53.34457562
34011,-1.689081911,53.33900084
34015,-1.651646644,53.3254144
34022,-1.624796217,53.30555778
34098,-1.850317618,53.27050333
34100,-1.871129533,53.30552076
34101,-1.871132233,53.3046219
34102,-1.875209394,53.25974544
34104,-6.284661022,54.89031393
34109,-1.866159748,53.29674231
34111,-1.866131232,53.27702998
34114,-1.862239747,53.28400082
34199,-1.908507638,53.26476439
34201,-1.913012585,53.26117225
34202,-1.908509551,53.26386551
34203,-1.908511464,53.26296664
34221,-1.876401005,53.23633987
34230,-7.723471963,55.37541406
34231,-1.854718039,53.21077815
34232,-1.854721074,53.20987927
34233,-2.781097298,52.97405529
35001,-3.002911775,53.64620375
35001,-3.002954437,53.64800111
35003,-3.003018438,53.65069715
35003,-3.002933106,53.64710243
35006,-3.002997103,53.64979847
35007,-3.00297577,53.64889979
35016,-2.975686785,53.64642874
35018,-2.913168063,53.62355175
35020,-2.866046635,53.61131806
35022,-2.841740532,53.60519952
35024,-2.803877566,53.60096562
35026,-2.77196699,53.5912884
35050,-2.728727113,53.57368147
35051,-2.728742573,53.57458022
35102,-2.694393594,53.55940523
35105,-3.304168647,58.7322199
35107,-2.640950393,53.54732642
35108,-2.796289415,53.96464456
35111,-2.633797483,53.54536011
35114,-2.630739317,53.54267973
35121,-2.612580104,53.53917874
35122,-2.596771356,53.48802408
35123,-2.574896008,53.5420624
35124,-2.562848405,53.54391741
35125,-2.523758539,53.55577998
35136,-2.632248253,53.54267176
35137,-2.632234855,53.54177298
35139,-2.478171218,53.52900564
35140,-2.494816977,53.53343213
35141,-2.500915223,53.53879981
35142,-2.395111456,53.51942171
35144,-2.352852759,53.51595854
35146,-2.323326523,53.51425335
35149,-2.627721443,53.54269561
35150,-2.627721443,53.54269561
35151,-2.618346804,53.52072261
35152,-2.627708141,53.54179683
35155,-2.607706029,53.51493463
35202,-2.655363869,53.47603195
35202,-2.655350015,53.47513316
35204,-2.599417777,53.46194393
35309,-2.594836689,53.45747253
35321,-2.614348753,53.45287947
35325,-2.636908111,53.4509636
35326,-2.63689466,53.45006481
35391,-2.618353351,53.521172
35394,-2.648187363,53.49944143
35395,-2.672134961,53.48852285
35401,-2.721189967,53.39240834
35405,-2.730289782,53.45222698
35411,-2.72721695,53.44865025
35413,-2.727201594,53.44775147
35437,-2.79733822,53.4140455
35439,-2.76730009,53.41693892
35441,-2.092496742,53.07240081
35447,-2.728338057,53.42617164
35449,-2.699880062,53.43443163
35505,-2.62310692,53.43395796
35507,-2.593992475,53.39698308
35509,-2.140468885,53.13707471
35511,-2.138974113,53.13707647
35522,-2.592380052,53.38917092
35531,-2.604369928,53.3864142
35531,-2.592405021,53.39096853
35533,-2.598343663,53.38554569
35534,-2.575695788,53.37846608
35550,-2.596840279,53.38555321
35550,-2.598062759,53.38374036
35551,-2.60420443,53.37472969
35551,-2.604242611,53.37742612
35552,-2.604229884,53.37652731
35553,-2.604217156,53.3756285
35555,-2.626564631,53.36203015
35588,0.478412741,53.76358705
35591,-2.636118643,53.2972601
35600,-6.201247239,55.62997867
35602,-2.710726095,53.37539241
35603,-2.710930675,53.37504063
35611,-2.70648125,53.37866256
35613,-2.733552535,53.37939815
35626,-2.733521633,53.37760058
35627,-2.733521633,53.37760058
35701,-2.666600025,53.32765576
35702,-2.699290947,53.30679422
35703,-2.723117934,53.29586546
36001,-2.881790785,53.56895674
36005,-2.895075095,53.55447626
36011,-2.905390435,53.54271335
36013,-2.931759891,53.50655593
36015,-2.95093538,53.48752849
36027,-2.956659411,53.47399961
36027,-2.965595637,53.46943332
36028,-2.962420514,53.46226788
36029,-2.965289695,53.45595255
36040,-2.669786915,53.53078231
36042,-2.708992681,53.5296574
36044,-2.742162649,53.52855724
36046,-2.790230165,53.51746286
36047,-2.871578729,53.49456053
36048,-2.871668836,53.49527897
36050,-2.95588806,53.46247313
36052,-2.936977363,53.46966117
36053,-2.963824671,53.45776214
36055,-2.966775013,53.45504165
36055,-2.966754594,53.45414293
36055,-2.966734177,53.45324421
36057,-2.981500366,53.44053939
36058,-2.981479648,53.43964067
36060,-3.01470955,53.63352028
36061,-3.025010491,53.62174728
36061,-3.025010491,53.62174728
36062,-3.042662312,53.60181971
36063,-3.071992272,53.56650444
36064,-3.071674142,53.55392301
36065,-3.057396954,53.52618484
36066,-3.050674656,53.49837874
36067,-3.050630208,53.49658136
36067,-3.050652431,53.49748005
36068,-3.039882271,53.48858539
36069,-3.024467045,53.47433637
36070,-3.004693152,53.46641431
36071,-2.995320141,53.45211058
36072,-2.996699445,53.44670575
36073,-3.071651428,53.55302433
36074,-2.993583761,53.44223727
36074,-2.993562787,53.44133855
36074,-2.993541813,53.44043984
36075,-2.987458567,53.43779362
36076,-2.991785428,53.42966776
36077,-2.987375207,53.43419875
36078,-2.991325299,53.40989597
36079,-2.979230529,53.40729909
36080,-2.97918924,53.40550165
36080,-2.979147955,53.4037042
36081,-2.979209884,53.40640037
36082,-2.966018481,53.39250308
36083,-2.9852258,53.40635088
36084,-2.954461993,53.3760384
36086,-2.927155397,53.364568
36088,-2.911995655,53.35839255
36089,-2.886400106,53.35588872
36091,0.710492995,57.26277434
36094,-3.008262835,53.45177732
36096,-2.979251175,53.40819782
36099,-3.013515541,53.45735092
36100,-3.013536949,53.45824963
36103,-3.003330342,53.4488705
36151,-2.97774713,53.40821014
36167,-2.9354596,53.40405448
36168,-2.921692465,53.41291671
36170,-2.947526154,53.40216155
36173,-2.947506181,53.40126282
36173,-2.947506181,53.40126282
36174,-2.947486208,53.40036408
36175,-2.947446267,53.39856662
36176,-2.947466237,53.39946535
36184,-2.932847473,53.40016474
36185,-2.915443491,53.3790407
36187,-2.90771796,53.36921188
36191,-2.889479466,53.35946138
36192,-2.889460745,53.35856263
36195,-2.884897863,53.35589987
36308,-2.886344148,53.35319246
36309,-4.287244343,58.37957831
36311,-2.8863628,53.35409121
36313,-2.886381452,53.35498997
36320,-2.886325497,53.3522937
36323,-2.867871269,53.35128774
