stanox,longitude,latitude
7200,-4.276017805,55.84767588
7202,-4.277534819,55.84629967
7210,-4.269503696,55.84554937
7221,-4.239987407,55.83590768
7221,-4.638410255,55.72583177
7222,-4.463722052,55.75912218
7223,-4.463438936,55.75463382
7224,-4.396316951,55.80359745
7225,-4.360091946,55.81148854
7226,-4.342555215,55.81182397
7227,-4.325071667,55.81305465
7228,-4.287439066,55.82454572
7229,-4.286371109,55.83355315
7231,-4.180402252,55.76627495
7233,-4.292656289,55.80467583
7234,-4.31263651,55.81868179
7235,-4.247204464,55.81899639
7236,-4.26202538,55.82681338
7237,-4.428501604,55.78229348
7238,-4.261504227,55.81783545
7239,-4.269320528,55.84240712
7240,-4.272223552,55.83741039
7241,-4.270680511,55.83833764
7242,-4.267698782,55.84198766
7245,-4.261525024,55.84569633
7247,-4.428389869,55.7804981
7253,-4.268692837,55.85904558
7255,-4.257518797,55.85925114
7256,-4.257362541,55.85655777
7257,-4.257570888,55.86014893
7258,-4.27120418,55.84731548
7259,-4.251029686,55.85757256
7260,-2.854602543,55.67180065
7261,-4.257841399,55.85654898
7262,-4.259772937,55.84303229
7265,-4.233727326,55.83452064
7266,-4.236814822,55.83266704
7266,-4.236892166,55.83401375
7267,0.221303682,54.61648163
7268,-4.236912792,55.83437287
7268,-4.236917949,55.83446265
7269,-4.226623402,55.84992808
7270,-1.503956145,53.97425011
7271,-4.218490085,55.84737882
7272,-4.219932343,55.84465658
7273,-4.216076514,55.8330425
7275,-4.281568279,55.86060496
7276,-4.281303366,55.85881236
7277,-4.212783947,55.83130431
7278,-4.160041015,55.83044458
7280,-4.214328111,55.83037777
7283,0.099971631,57.69970653
7284,-4.217569551,55.8312181
7286,-4.21108681,55.82953736
7288,-4.214430194,55.83217342
7290,-4.215176752,55.83126123
7291,-4.212223874,55.83072122
7292,-4.217518438,55.83032028
7293,-4.212223874,55.83072122
7294,-4.125092304,55.83374964
7295,-4.109138182,55.83402429
7296,-4.091660659,55.83567085
7297,-4.077300947,55.83591423
7298,-4.047008876,55.83687149
7299,-3.977853781,55.95303425
7300,-3.980596049,55.94400344
7301,-3.980458514,55.94130963
7302,-4.034407711,55.90133737
7302,-4.032809446,55.90136377
7303,-3.994534908,55.93479174
7304,-4.033608579,55.90135057
7305,-4.057122669,55.88532254
7306,-4.041950685,55.89267489
7307,-4.032133726,55.87896152
7308,-4.071831648,55.88318853
7309,-3.285703842,56.77422993
7310,-4.031283945,55.87218141
7311,-4.032881012,55.87215504
7312,-4.029218424,55.86322853
7313,-4.027879133,55.86819344
7314,-4.042651992,55.87558802
7315,-4.029031118,55.85963684
7316,-4.258760414,55.85641527
7317,-4.029405773,55.86682023
7318,-4.028042983,55.87133617
7320,-4.027855728,55.86774448
7323,-3.963218888,55.86450602
7326,-3.981309518,55.86199628
7327,-3.981316141,55.86400924
7329,-4.005313859,55.86451915
7331,-4.027808921,55.86684656
7338,-4.023760064,55.8375528
7340,-4.006004874,55.84041393
7342,-4.005245424,55.83745164
7344,-4.003521374,55.83436126
7346,-3.99944748,55.85081073
7348,-4.008208593,55.83885918
7355,-4.001393019,55.83085506
7357,-4.001744822,55.82775782
7359,-3.998513314,55.82794519
7360,-4.00190435,55.82775523
7371,-3.99676124,55.82241971
7373,-4.004505576,55.81780023
7375,-4.000080256,55.8062162
7377,-3.987388147,55.81329704
7390,-3.995880461,55.82859906
7397,-3.973929767,55.81290273
7411,-4.142338372,55.8221265
7413,-6.193831264,51.8237338
7416,-4.13382849,55.81832008
7417,-4.130663513,55.81882433
7418,-4.134650459,55.81875518
7419,-4.086224849,55.82363056
7420,-4.07346457,55.82384639
7421,-4.069204499,55.82569759
7422,-7.380797126,56.46900441
7429,-4.024471561,55.82113084
7430,-3.90869168,55.8068242
7431,-3.96832883,55.81070985
7432,-3.952883605,55.80694799
7433,-3.908325279,55.80944504
7434,-3.80021745,55.81826468
7435,-3.738248091,55.82454812
7436,-3.839796863,55.81138822
7437,-3.736652704,55.82457066
7451,-4.001942212,55.79896934
7452,-3.998754008,55.79902122
7453,-4.005038082,55.79712149
7453,-4.008226119,55.79706945
7454,-4.009820134,55.79704339
7459,-3.998477946,55.79363352
7464,-3.995060557,55.78919554
7465,-3.996842691,55.79285127
7466,-3.995244242,55.79278735
7467,-3.995152394,55.79099145
7476,-3.99469331,55.78201191
7478,-4.019444246,55.76722841
7479,-4.038838816,55.77230038
7480,-4.055146591,55.77921842
7481,-4.061519533,55.77911168
7486,-4.086377741,55.79666652
7490,-2.561038934,55.6131388
7492,-3.9932718,55.75417523
7494,-3.991633741,55.7533031
7496,-3.96120028,55.75019792
7501,-3.990508488,55.79376283
7503,-3.99255762,55.79328028
7551,-4.168712636,55.8141148
7553,-4.202400478,55.8171109
7555,-4.228016943,55.81844685
7561,-4.334887619,55.79039933
7563,-4.310933112,55.78995333
7565,-4.290429412,55.79393221
7567,-4.27384189,55.81041784
7573,-4.257604674,55.83318587
7575,-4.267332821,55.83570315
7577,-4.269242038,55.84106044
7578,-4.25857519,55.82238305
7579,-4.261452127,55.81693765
7580,-4.252040331,55.81980666
7581,-4.277659987,55.82113224
7583,-4.280978181,55.82327268
7585,-4.292487737,55.82894549
7587,-4.289825462,55.83798266
7589,-4.277009711,55.83732186
7607,-4.19931078,55.76234295
7609,-4.220011787,55.76197062
7611,-4.250628422,55.76770485
7613,-4.262504727,55.78006933
7615,-4.275825043,55.78970971
7619,-4.312157117,55.81060193
7802,-3.96077917,55.80529455
7803,-3.960869485,55.80709049
7906,-3.952949121,55.77639149
7915,-3.953108443,55.77638895
7916,-4.724641164,56.96842134
7937,-3.893083601,55.75845593
7939,-3.826533853,55.80080199
7943,-3.93537897,55.77577076
7944,-3.877114828,55.75780226
7945,-3.927235525,55.77230399
7947,-3.687510577,55.4927508
7948,-4.609439856,54.57541556
7951,-3.877136405,55.75825127
7953,-3.880256674,55.75685554
7954,-3.877006955,55.7555572
7955,-3.848724036,55.73037376
7956,-3.697814024,55.72194844
7957,-3.759944702,55.69724117
7958,-3.671061342,55.70955455
7959,-3.672652093,55.70953289
7961,-3.659126549,55.69084476
7962,-3.668666522,55.69071546
7963,-3.665448347,55.68986051
7964,-3.667076532,55.69073706
7965,-3.667152995,55.69253332
7966,-3.662192196,55.68810734
7967,-3.66790163,55.67275279
7968,-3.673436479,55.69065052
7969,-3.676642947,55.58896831
7970,-3.68703598,55.49275735
7971,-3.687352378,55.49275299
7972,-3.687194179,55.49275517
7973,-3.587834436,55.42308915
7974,-3.590992999,55.4230481
7975,-3.589413718,55.42306864
7976,-3.457974478,55.30787962
7977,-3.458761876,55.30787022
7979,-3.354101786,55.14911234
7980,-3.351621973,55.12217942
7981,-3.355407819,55.12654091
7982,-3.353037631,55.11767028
7983,-3.258544159,55.07950079
7985,-3.154472317,55.03498733
7988,-3.213357971,55.05175001
7989,-3.230254852,55.0494146
7990,-3.457187079,55.30788902
7995,-3.460336672,55.3078514
8001,-4.674319193,55.73853776
8002,-4.674380616,55.73943529
8005,-4.674349904,55.73898653
8007,-4.692667372,55.72735032
8007,-4.694103144,55.72507164
8007,-4.694257764,55.72731543
8008,-4.694134067,55.7255204
8012,-4.709912656,55.72337536
8101,-4.711848273,55.70535507
8103,-4.71025793,55.65595176
8105,-4.709957763,55.6550595
8106,-4.710178557,55.65595351
8107,-4.709226071,55.65597455
8119,-4.718797671,55.6449761
8121,-4.751368771,55.63346286
8122,-4.751305832,55.63256537
8123,-4.749845164,55.63439594
8123,-4.748132874,55.63263654
